resource_path	relationship	source_id	title	author_compiler	edition	publisher	publication_place	year	language	page_range	source_location	source_sha256	rights_status	ocr_engine	ocr_date	transcription_status	reviewer	review_date	unresolved_count	resource_bytes	resource_sha256	notes
resources/erey-bixin/09-farsamada-culuunta.md	direct_transcription	SRC-EB-010	Diiwaanka Eraybixinta Af-Soomaaliga - Ururinta 3aad (farsamada iyo culuunta)	unknown	unknown	unknown	unknown	2014	Somali;English;Italian	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	16132	ada6846d7c75a0bb589bfa6d6448f3ca8b09e2c973047369ed4ba800ad35a4ca	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/erey-bixin/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2818	df148307c955e784a0b4ee2a19fd919101e10fd8c889381e20540e96b98fdcb2	Project-authored collection metadata; not source-book text
resources/morphology/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	3835	3e30c5597d35848cd65cf8639bdb503c513c01497c1408c387b910734f921e09	Project-authored collection metadata; not source-book text
resources/morphology/01-magacyada.md	derived_paradigm	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	2515	1c0b6f7ece2e90b8f39ea2b1ee1b2f24567eda942f2d3d4c6f7a3479975f86c7	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/morphology/02-falalka.md	derived_paradigm	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4406	bc13485071a1a483a2addd431d043afbd641f19ad770b224d4fafc87bf6ee400	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/morphology/03-dhismaha-ereyga.md	derived_paradigm	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	2453	27fca05cb9f50b47286dbfbce1846f0d52403261123496c29a03d5fe208cf7be	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/morphology/04-isbeddelka-codka.md	derived_paradigm	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	2046	f042ed120aaec5140ab6c942ab5018a69fec2de89c9d6e635422473c0c1b3b71	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/morphology/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	1878	aee669e7470465ce3a20a627c544ea1996e02d3a20bca1a267363eac774ff7be	Project-authored collection metadata; not source-book text
resources/naxwe/00-luqadda-iyo-fekerka.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3477	5d6b9576a9b732566a4ce188b9e587dbe248c7aebc41827f5061ca84070050be	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2653	7f922f657961b8453eec8ab0ab7b9d9d3425526a12a13910887a97c160dfe7b8	Project-authored collection metadata; not source-book text
resources/naxwe/01-ereyada.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	12058	3c5d81ee89d460bca08368df6e7bb95103394f1a92b0517aede92cacf1bdcff5	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/02-sarfaha-magacyada.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	11702	1e80512bd3ad82b49679ce4b44a4af16b81a74205cd8aff1b1ef67d0e02f0204	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/03-sarfaha-tifaftireyaasha.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	8364	64ad08756c11aaf523a130b0f17894ae4eb4f8c12b5293aa11eed7b61d51c971	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/04-sarfaha-magacuyaallada.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	6590	9338978e68890461417b18046da3bfcee02f13ebb49a8c2544406630091d1929	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/05-sarfaha-tirada.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3147	fe948671b931ece3f1ecc4ad525e184c7b0153dbc1dc8f449fce996a276ff1ba	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/06-sarfaha-iskuxireyaasha.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	7982	14d566c7b8728efee782fc3a80e9abf7f0dd801ad1593e197a4c77f7a654fad0	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/07-sarfaha-falalka.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	16737	a64fe93dd2fd980659f78a5fddadabfff843d9b655d5472e6081a100c5c812d0	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/08-hogatuska-baradigmaha-falalka.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	5015	1034c978ee21767157f45c164700db9ec81df6d3fcc05d359f83790fbbe4812f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/09-weer-fudud.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	9454	fb6e053a4aa8561680684a6a262c09718b8a3f57b0fafc8cd35f12abc870fc95	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/10-dhismaha-oraah-magaceedyada.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	5301	8db5dc24515079697cc892e7141451043d5e39b798af1c3f0eaef3f94f2e366b	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/11-weerta-adag.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	9675	415c9918edca2bf4e5b6fb4cf6892a502ec9381997ab4ac84e60f31c0d4437d5	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/12-noocyada-weeraha.md	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	10588	20ee216204905f65e2322d350946f87b5144fc301a8d388e715d6e381172e783	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/13-aasaaska-naxwaha.md	direct_transcription	SRC-NAX-013	Aasaaska Naxwaha Af Soomaaliga	Guddiga Af Soomaaliga	unknown	unknown	unknown	1973	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	29967	20e13f2b68d2871097e36da5825e2753c8fd35c3d7cda7a01a6c026fe73d89d1	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/14-naxwaha-cusub.md	direct_transcription	SRC-NAX-014	Naxwaha Cusub ee Af Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	81474	16c1db746bf0604453c025c818d284fc503bd77c8afd13a8ecca6a41ebb4bd30	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/15-naxwaha-sifayneed.md	direct_transcription	SRC-NAX-015	Naxwaha Sifayneed ee Af Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	247686	c73c2392d61a33972d6432852f71aa9fb1384252f6eaa67e93cf966a66e6d252	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/16-weeraynta-soomaaliga.md	direct_transcription	SRC-NAX-016	WEEraynta Soomaaliga (Xilliyada 5aad)	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	27820	a89b80b5ae7fb7108f3b7c64daf846e5e779eceac8ee04cd0d422cd914c54a01	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/17-naxwaha-af-soomaaliga.md	direct_transcription	SRC-NAX-017	Naxwaha Af Soomaaliga	Jaalle Shire Jaamac Axmed	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	214253	f90c97cfb3509218ef8931461d8652f213167fb8257b1cbb986613f975f65754	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/ereyfur.tsv	direct_transcription	S-003	Barashada Naxwaha Af Soomaaliga	Abdalla Omar Mansur; Annarita Puglielli	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	10004	49eccec393e1c94bb18d871c0369bd4ed98e002c76cad0811b3ea5bef99f2174	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/naxwe/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	1580	9800a4e63abc7b87e08017d0325112bad22c26557af2f83ff3a56c3d3721243e	Project-authored collection metadata; not source-book text
resources/orthography/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2481	8600cf9ce31812411545e084eb021ffbecb1ca877200cbb36fb56dd5fcfcf6ee	Project-authored collection metadata; not source-book text
resources/orthography/01-hadal-iyo-qoraal.md	direct_transcription	SRC-ORT-001	Habka Qoraalka	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4537	fe00dcb79b44fef1f12cfe8651f8ef702baa7cf901080e9cb118c979a114a76f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/02-eray-kooban-hadalka.md	direct_transcription	SRC-ORT-001	Habka Qoraalka	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	5756	4b01b08de8b94e8cd819c1a956f3ecbed72d43b899cc0da9b48a19de2b544517	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/03-kala-qoridda-adag.md	direct_transcription	SRC-ORT-001	Habka Qoraalka	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3836	1e8d6cf49ee79e5a285a66052db449726314a5b2ae2d52e37bd9f57f3826d84c	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/04-kala-qoridda-lama-qasban.md	direct_transcription	SRC-ORT-001	Habka Qoraalka	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4594	6333de829655e41194198cd9c0e040434b91a3113b3f3851ed695af473c7bffc	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/05-astaamaynta.md	direct_transcription	SRC-ORT-001	Habka Qoraalka	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	10920	b6e1bcdaa66e5cee856916455115aa25e4bb1a3936ee8d351a280805ed06be9a	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/06-xarafka-weyn.md	source_summary	SRC-ORT-002	Beginner's Somali Grammar §2.3 (Capital letters)	Morgan Nilsson	August preliminary	unknown	unknown	2024	English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	2954	797236febc93a1482798daf563a085da6bafc5b5f12b3ddc0cc0fbf4df7b2bb4	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/orthography/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2873	78718065ffbd4cc8912286c22e614a81db1ae5f19566c0f2e0a974965e3dbf06	Project-authored collection metadata; not source-book text
resources/phonology/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	3229	6eee8c6413bfa6b5523c24feb781b90f57c23f5d5193a03f93173b574a771fb4	Project-authored collection metadata; not source-book text
resources/phonology/01-hordhac.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	2537	a82a8a624c24dc973b6dbef5be449640f327c8255c2bbd2816b0b672c19dd170	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/02-xubnaha-hadalka.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4876	465533fca4b90e938adbc5410d19421da732b8258e5d219a65dac0e295163eb2	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/03-shibbanayaasha.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	10360	2346434d888777d0d4f8b20d11fbb99dd2ea41323e832b6e5ac004783445f74d	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/04-shaqaallada.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	7704	bdc491e7f50d89f6087fe4fcf27ff8d6d4360ba46b6dc27dc1aacce22b989465	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/05-codadka-sare.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	7411	9498f963e6da1353b709a509686127a39742918c60cfed97f0e1b3900c4d099e	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/06-lahjadaha.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4353	b7beb45ed40aeb62b02cc04ab0d35c1f1c42373a641f19e3ebd421f0c16d6328	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/07-xuruufta-caalamiga.md	direct_transcription	SRC-PHO-001	Codaynta Af Soomaaliga	Maxamed Xaaji Xuseen Raabi	unknown	Kulliyadda Waxbarashada ee Lafoole (Jaamacadda Ummadda Soomaaliyeed)	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	5055	c1c37f098b8384ced194add7a1cbeb119ed901639f125c89ca515b991a1a26aa	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/08-gariirka-iyo-spread-glottis.md	source_summary	SRC-PHO-002	Phonation in Somali phonology	Martin Orwin	unknown	unknown	unknown	c. 1990s	English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3866	44969653e4c5f95ee4578064be7f8ec1ba0e1deb9c02cb70a59ccec41c87f52d	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/phonology/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2836	3ccff20658a812e386de7da3cb9927701f4c7086a4641edc179e79e988771c54	Project-authored collection metadata; not source-book text
resources/qaamuus/00-abbreviations.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3352	95cb1ef5faaef6615c960ad7a06bb9f3741ffe77988a0f435bc0a633014c260e	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	1698	48934b1f097154fa45402e8e2d9cd672173b35a7719c1c654f0fd3d043bd255f	Project-authored collection metadata; not source-book text
resources/qaamuus/01-b.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	257321	5ac4c52267f62bb6d68e1844b8b82c163c77d9f09f1547faa369a62d278a611f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
